Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23
2013-09-02,11,14.4,22.0,0.0,4.4,8.2,S,26.0,SW,SSE,17.0,15.0,68.0,63.0,1030.7,1029.1,7.0,1.0,18.8,21.0,No,No
2013-09-06,11,10.9,23.8,0.0,4.6,,NE,39.0,N,NNE,9.0,28.0,49.0,56.0,1027.4,1024.4,1.0,1.0,20.9,22.4,No,No
2013-09-10,11,14.0,29.0,0.0,4.0,10.1,NE,48.0,NNW,NE,26.0,28.0,49.0,52.0,1013.4,1007.1,5.0,2.0,22.5,24.8,No,No
2013-09-15,11,15.9,23.4,0.0,4.0,9.4,SSW,39.0,S,SSE,22.0,22.0,50.0,57.0,1017.2,1015.2,1.0,3.0,20.7,21.3,No,Yes
2013-09-21,11,7.6,20.8,0.0,,,SW,35.0,SSW,E,15.0,17.0,,44.0,1015.3,1013.0,,1.0,18.9,19.9,No,No
2013-09-22,11,8.0,22.4,0.0,,,NNE,31.0,SE,NE,15.0,19.0,64.0,59.0,1015.5,1012.6,1.0,1.0,19.2,21.4,No,No
2013-10-04,11,11.6,21.6,0.0,7.6,,SSE,50.0,SW,SSE,30.0,35.0,36.0,49.0,1020.6,1017.4,1.0,1.0,17.9,19.8,No,No
2013-10-16,11,12.9,26.2,0.0,6.6,10.9,NNE,63.0,NNW,NNE,19.0,39.0,53.0,59.0,1022.0,1017.1,7.0,4.0,21.8,23.5,No,No
2013-10-18,11,18.2,19.2,1.4,6.6,,SSW,59.0,SW,WSW,30.0,20.0,51.0,91.0,1022.6,1023.0,8.0,8.0,18.3,16.5,Yes,Yes
2013-11-05,11,13.6,23.1,0.0,9.2,5.7,S,48.0,SW,S,20.0,31.0,45.0,51.0,1026.2,1024.1,7.0,7.0,17.5,22.0,No,No
2013-11-10,11,18.6,24.8,0.2,7.2,,SW,56.0,SW,S,28.0,31.0,67.0,68.0,1013.6,1012.1,7.0,7.0,22.1,22.9,No,Yes
2013-11-11,11,16.7,26.5,34.8,3.2,7.8,SW,83.0,NW,NE,17.0,28.0,66.0,76.0,1014.2,1010.4,3.0,7.0,23.3,23.7,Yes,Yes
2013-12-03,11,14.4,23.9,0.0,,,SW,30.0,SW,SE,19.0,19.0,52.0,51.0,1017.9,1015.2,,,22.0,22.9,No,No
2013-12-06,11,10.3,23.6,0.0,6.8,,W,46.0,WSW,SE,22.0,24.0,25.0,29.0,1013.0,1013.6,0.0,0.0,20.3,21.9,No,No
2013-12-09,11,19.2,28.7,0.0,7.2,10.5,NNE,61.0,NNE,NNE,22.0,43.0,60.0,57.0,1013.2,1008.8,5.0,5.0,24.5,25.7,No,No
2013-12-10,11,20.6,27.7,0.4,5.8,1.0,NNW,35.0,N,NNE,13.0,20.0,89.0,53.0,1008.7,1005.0,8.0,8.0,21.2,27.5,No,No
2013-12-12,11,19.1,25.5,0.2,3.4,,SSW,43.0,SW,,26.0,,75.0,,1009.6,,,,23.5,,No,No
2013-12-23,11,21.1,29.4,0.0,8.0,9.7,NNE,59.0,N,NE,26.0,43.0,65.0,58.0,1013.2,1009.6,7.0,7.0,24.3,26.5,No,No
2014-01-01,11,18.6,26.5,0.0,6.0,11.1,NE,50.0,ESE,ENE,13.0,30.0,64.0,57.0,1016.2,1013.8,3.0,3.0,25.3,25.2,No,No
2014-01-06,11,21.8,31.2,0.0,7.6,12.5,NNW,31.0,SW,SSE,7.0,13.0,44.0,52.0,1007.6,1007.5,2.0,1.0,29.1,27.7,No,No
2014-01-08,11,17.3,22.4,10.4,2.8,0.6,SW,35.0,WSW,S,17.0,17.0,91.0,68.0,1021.4,1021.1,8.0,8.0,18.8,22.0,Yes,Yes
2014-01-18,11,17.6,28.3,0.0,8.0,,NE,43.0,N,ENE,15.0,28.0,52.0,53.0,1015.1,1012.5,0.0,0.0,26.5,27.5,No,No
2014-02-20,11,24.2,31.0,0.0,8.0,,NE,43.0,NE,NNE,15.0,30.0,73.0,68.0,1006.2,1006.4,7.0,6.0,27.0,29.0,No,Yes
2014-02-22,11,19.1,25.9,0.4,2.7,,SSE,41.0,WSW,SSW,17.0,28.0,85.0,60.0,1018.3,1017.3,8.0,6.0,19.6,24.9,No,Yes
2014-03-18,11,16.9,27.5,0.0,4.4,9.7,NE,43.0,NW,NE,9.0,28.0,66.0,66.0,1021.3,1019.1,2.0,2.0,24.7,26.9,No,No
2014-03-19,11,20.0,27.3,0.0,4.0,,SSE,26.0,WSW,ESE,6.0,15.0,81.0,70.0,1022.8,1021.8,7.0,8.0,24.8,25.9,No,No
2014-03-30,11,19.2,26.2,0.4,1.4,7.1,ESE,26.0,W,SE,9.0,17.0,85.0,72.0,1019.4,1018.0,1.0,3.0,22.6,25.6,No,Yes
2014-04-03,11,18.7,26.8,0.0,3.8,,ENE,33.0,NW,NE,7.0,24.0,77.0,65.0,1018.0,1016.3,1.0,1.0,23.2,26.0,No,No
2014-04-04,11,18.3,28.9,0.0,4.2,,NE,48.0,NNW,NE,13.0,30.0,71.0,73.0,1018.4,1015.4,2.0,4.0,23.8,25.4,No,No
2014-04-09,11,17.0,25.2,0.0,4.0,9.6,SE,22.0,SSW,ESE,11.0,13.0,60.0,54.0,1020.8,1017.7,1.0,2.0,23.3,24.4,No,No
2014-04-15,11,16.6,23.6,29.2,1.8,6.0,S,43.0,SW,S,19.0,28.0,74.0,51.0,1019.2,1015.9,7.0,4.0,19.0,23.0,Yes,No
2014-04-20,11,13.1,24.9,0.0,2.4,,NE,37.0,S,NE,6.0,28.0,62.0,60.0,1018.6,1015.0,1.0,0.0,21.9,24.4,No,No
2014-05-13,11,14.3,22.4,,,,,,,,,,68.0,66.0,,,,,18.8,21.0,,No
2014-05-14,11,13.4,22.4,0.0,,,,,,,,,71.0,57.0,,,,,18.9,21.1,No,No
2014-05-17,11,10.8,22.9,0.0,,,,,,,,,67.0,66.0,,,,,19.1,21.0,No,No
2014-05-21,11,10.8,24.1,0.0,,,,,,,,,63.0,58.0,,,,,20.4,22.9,No,No
2014-05-24,11,11.4,26.5,0.0,,,,,,,,,66.0,36.0,,,,,20.4,25.4,No,No
2014-06-03,11,12.6,21.0,3.2,,,,,,,,,89.0,64.0,,,,,17.5,20.6,Yes,No
2014-06-08,11,12.4,20.5,0.0,,,,,,,,,65.0,69.0,,,,,17.4,19.0,No,No
2014-06-20,11,12.6,22.8,0.0,,,,,,,,,71.0,62.0,,,,,19.1,21.5,No,No
2014-06-24,11,10.6,21.6,0.0,,,,,,,,,54.0,32.0,,,,,15.9,19.8,No,No
2014-07-03,11,2.8,19.6,0.0,,,,,,,,,76.0,44.0,,,,,12.8,19.0,No,No
2014-07-14,11,11.1,19.7,0.0,,,,,,,,,63.0,61.0,,,,,14.7,18.0,No,No
2014-07-20,11,11.9,20.6,0.0,,,,,,,,,57.0,60.0,,,,,16.3,18.8,No,No
2014-07-28,11,5.6,21.7,0.0,,,,,,,,,56.0,44.0,,,,,16.6,21.0,No,No
2014-07-29,11,2.8,21.2,0.0,,,,,,,,,64.0,42.0,,,,,13.8,20.4,No,No
2014-07-31,11,3.8,23.7,0.0,,,,,,,,,53.0,53.0,,,,,16.1,21.1,No,No
2014-08-14,11,11.0,19.4,1.4,,,,,,,,,55.0,57.0,,,,,15.2,18.5,Yes,No
2014-08-18,11,7.7,20.3,0.0,,,,,,,,,52.0,51.0,,,,,16.6,18.5,No,No
2014-08-20,11,13.8,20.5,0.0,,,,,,,,,57.0,61.0,,,,,17.5,19.0,No,No
2014-08-25,11,13.4,20.0,1.2,,,,,,,,,84.0,68.0,,,,,15.7,19.4,Yes,Yes
2014-09-03,11,11.3,20.8,0.0,,,,,,,,,41.0,33.0,,,,,16.2,19.5,No,No
2014-09-11,11,7.6,21.3,0.0,,,,,,,,,52.0,49.0,,,,,19.1,20.4,No,No
2014-09-18,11,7.3,20.9,0.0,,,,,,,,,36.0,37.0,,,,,18.6,19.9,No,No
2014-09-24,11,9.3,23.9,0.0,,,,,,,,,54.0,63.0,,,,,19.9,21.4,No,No
2014-10-04,11,12.7,25.8,0.0,,,,,,,,,66.0,68.0,,,,,22.1,22.7,No,No
2014-10-19,11,11.8,22.8,0.4,,,,,,,,,59.0,59.0,,,,,20.5,22.3,No,No
2014-11-05,11,17.3,27.4,0.0,,,,,,,,,54.0,69.0,,,,,22.9,21.9,No,Yes
2014-11-15,11,21.1,32.5,0.0,,,,,,,,,42.0,80.0,,,,,31.5,24.6,No,Yes
2014-11-16,11,18.2,26.1,2.4,,,,,,,,,70.0,68.0,,,,,24.4,25.2,Yes,No
2014-12-01,11,18.0,27.5,0.0,,,,,,,,,61.0,66.0,,,,,24.2,23.7,No,No
2014-12-10,11,21.0,28.2,,,,,,,,,,75.0,80.0,,,,,24.9,25.7,,No
2014-12-25,11,21.5,28.2,0.0,,,,,,,,,69.0,73.0,,,,,26.1,25.7,No,Yes
2014-12-30,11,17.4,34.7,8.0,,,,,,,,,58.0,61.0,,,,,27.6,30.5,Yes,No
2015-02-24,11,20.9,27.0,8.5,,,,,WSW,SSE,9.0,11.0,96.0,75.0,,,,,22.3,25.0,Yes,Yes
2015-02-26,11,18.7,27.9,0.1,,,,,NW,NE,9.0,20.0,71.0,72.0,1010.2,1007.9,,8.0,24.4,25.1,No,Yes
2015-02-28,11,19.3,28.6,6.4,,,NE,41.0,NW,NE,7.0,28.0,80.0,70.0,1011.3,1009.2,,,24.4,27.2,Yes,No
2015-03-06,11,19.2,29.5,0.0,,,N,48.0,W,N,11.0,26.0,62.0,54.0,1010.8,1004.9,,,22.2,28.0,No,No
2015-03-19,11,20.0,29.6,0.0,,,N,28.0,,SE,0.0,15.0,65.0,67.0,1009.7,1010.5,,,27.6,27.8,No,No
2015-03-20,11,18.8,32.0,0.0,,,NE,50.0,,NE,0.0,33.0,72.0,74.0,1013.5,1010.7,,,25.2,29.3,No,No
2015-03-23,11,17.9,26.7,4.4,,,NE,35.0,WSW,NE,7.0,22.0,95.0,70.0,1019.6,1015.1,7.0,,19.2,26.0,Yes,No
2015-04-10,11,15.0,24.0,0.0,,,S,44.0,SW,S,24.0,26.0,55.0,56.0,1022.2,1020.2,,3.0,20.5,22.6,No,No
2015-04-12,11,13.2,25.1,0.0,,,SW,41.0,S,ENE,6.0,13.0,65.0,62.0,1018.7,1014.8,,,21.7,23.8,No,No
2015-04-19,11,20.8,23.9,0.0,,,SW,41.0,NNW,W,17.0,13.0,75.0,93.0,1018.3,1018.0,8.0,8.0,22.6,19.5,No,Yes
2015-04-22,11,9.2,22.0,0.0,,,NNE,28.0,NNE,NE,2.0,13.0,59.0,53.0,1013.1,1011.0,,,18.7,21.3,No,No
2015-04-25,11,12.0,26.0,0.0,,,ENE,24.0,WNW,NE,2.0,17.0,57.0,40.0,1009.9,1006.7,1.0,2.0,22.9,25.4,No,No
2015-05-13,11,6.7,22.2,0.0,,,SW,41.0,WSW,ENE,13.0,9.0,65.0,51.0,1015.6,1013.1,,7.0,17.2,20.7,No,Yes
2015-05-25,11,8.8,20.6,0.0,,,WSW,26.0,WSW,SSE,13.0,13.0,66.0,63.0,1032.1,1029.1,,,16.9,19.7,No,No
2015-06-24,11,10.8,21.0,0.0,,,NNE,35.0,N,NNE,7.0,24.0,78.0,64.0,1025.6,1021.9,8.0,7.0,16.5,19.2,No,No
2015-07-04,11,8.0,18.7,0.0,,,ENE,20.0,W,E,7.0,13.0,69.0,61.0,1024.0,1020.3,,,15.3,18.5,No,No
2015-07-09,11,10.2,17.5,0.0,,,WSW,26.0,SW,SSE,11.0,7.0,79.0,66.0,1029.8,1027.3,8.0,7.0,12.8,16.8,No,No
2015-07-10,11,9.9,21.0,0.1,,,N,35.0,NW,N,19.0,22.0,65.0,54.0,1025.5,1020.0,3.0,,16.5,19.4,No,No
2015-07-13,11,3.3,19.6,0.0,,,W,50.0,NNW,W,20.0,30.0,54.0,40.0,1008.1,1005.9,7.0,,11.4,18.3,No,No
2015-07-27,11,6.7,18.2,0.0,,,S,31.0,NW,S,6.0,20.0,81.0,43.0,1024.0,1022.8,1.0,,12.7,17.5,No,No
2015-08-05,11,1.8,16.3,0.7,,,WSW,30.0,SW,E,17.0,11.0,56.0,41.0,1016.1,1012.3,,,10.2,15.9,No,No
2015-08-10,11,9.7,21.2,0.0,,,NW,26.0,NW,ESE,19.0,15.0,61.0,47.0,1019.8,1016.0,,,17.3,20.1,No,No
2015-08-15,11,4.6,20.9,0.0,,,S,37.0,WSW,S,20.0,20.0,58.0,53.0,1028.9,1026.9,,4.0,15.8,19.5,No,No
2015-09-15,11,13.3,26.5,0.0,,,,,NNW,NNE,11.0,37.0,49.0,60.0,1021.0,1015.3,,,22.0,23.1,No,No
2015-10-03,11,12.7,25.3,0.0,,,NE,39.0,NW,NE,9.0,28.0,67.0,64.0,1033.0,1027.9,,,22.1,23.6,No,No
2015-10-18,11,15.8,24.8,0.0,,,S,28.0,S,SE,17.0,17.0,77.0,72.0,1027.1,1025.8,,,22.0,23.1,No,No
2015-10-27,11,16.3,25.0,1.6,,,SSW,57.0,SW,SSW,22.0,39.0,68.0,79.0,1019.9,1021.5,,8.0,23.1,19.5,Yes,No
2015-11-30,11,18.4,27.9,32.7,,,,,SSE,SE,13.0,15.0,82.0,80.0,1010.6,1010.6,,,24.4,25.5,Yes,No
2015-12-21,11,21.7,30.3,0.0,,,NE,56.0,N,NE,28.0,37.0,61.0,60.0,1017.1,1014.5,,,26.0,27.7,No,No
2015-12-22,11,20.6,28.0,0.0,,,SSW,50.0,SE,S,13.0,24.0,67.0,79.0,1018.9,1017.1,,8.0,25.4,23.0,No,Yes
2015-12-23,11,19.1,24.0,22.0,,,WSW,39.0,WSW,SW,30.0,20.0,90.0,80.0,1016.1,1014.7,8.0,8.0,19.2,22.7,Yes,Yes
2015-12-26,11,16.6,27.5,0.2,,,NNE,43.0,S,ENE,7.0,22.0,73.0,69.0,1012.4,1008.4,,1.0,24.1,26.1,No,No
2016-01-07,11,18.5,27.7,0.2,,,S,59.0,SW,S,24.0,39.0,53.0,53.0,1010.4,1011.2,,1.0,24.2,26.1,No,No
2016-01-12,11,21.0,29.9,0.0,,,NNE,52.0,NNE,NNE,19.0,28.0,68.0,70.0,1013.7,1012.4,,,26.9,27.2,No,No
2016-01-21,11,19.6,29.5,0.0,,,NE,54.0,NNE,NE,22.0,39.0,65.0,62.0,1013.9,1011.7,,,25.6,29.1,No,No
2016-01-23,11,23.0,30.5,4.2,,,,,NNW,SSW,17.0,26.0,80.0,92.0,1007.1,1006.2,,,25.7,21.5,Yes,Yes
2016-01-24,11,19.5,27.3,9.2,,,S,30.0,SW,S,22.0,20.0,68.0,63.0,1012.3,1011.0,,,24.9,26.1,Yes,Yes
2016-01-25,11,20.9,28.3,4.2,,,NE,35.0,ESE,NE,9.0,22.0,75.0,71.0,1014.0,1012.1,,,25.2,25.7,Yes,Yes
2016-02-16,11,22.0,30.0,0.0,,,S,33.0,SSW,S,9.0,22.0,61.0,65.0,1007.1,1006.9,,1.0,26.9,27.6,No,No
2016-02-23,11,18.5,27.9,0.0,,,SE,24.0,SW,ESE,17.0,17.0,70.0,60.0,1021.9,1019.2,,,24.5,27.0,No,No
2016-03-21,11,17.9,24.2,11.2,,,S,56.0,SW,SSW,28.0,30.0,77.0,68.0,1014.9,1013.2,,5.0,21.0,23.3,Yes,No
2016-03-28,11,17.6,27.6,0.0,,,NNE,43.0,WNW,NE,11.0,31.0,77.0,65.0,1019.4,1016.3,,,23.6,26.5,No,No
2016-04-01,11,14.2,27.3,0.0,,,ENE,37.0,W,ENE,4.0,28.0,74.0,61.0,1020.0,1016.7,,,20.8,26.5,No,No
2016-04-04,11,21.5,27.7,0.0,,,ESE,28.0,E,E,17.0,19.0,57.0,54.0,1022.0,1019.3,,1.0,26.2,26.0,No,No
2016-04-29,11,14.0,25.8,0.3,,,NE,33.0,NW,NE,11.0,22.0,65.0,72.0,1024.8,1021.1,,,22.5,23.7,No,No
2016-05-06,11,13.4,24.6,0.0,,,NE,20.0,W,NE,7.0,13.0,67.0,65.0,1019.8,1017.4,,,21.6,24.0,No,No
2016-05-16,11,8.1,25.2,0.0,,,SW,31.0,SW,SSE,15.0,13.0,51.0,60.0,1021.1,1019.2,,5.0,20.9,24.1,No,No
2016-05-18,11,10.5,24.8,0.0,,,SSE,19.0,WSW,S,7.0,9.0,61.0,53.0,1019.0,1015.8,,,19.9,22.3,No,No
2016-05-25,11,3.7,21.2,0.0,,,NW,28.0,WNW,NE,6.0,13.0,49.0,35.0,1018.1,1015.0,,,16.2,20.7,No,No
2016-06-07,11,6.9,21.6,0.0,,,W,22.0,NNW,N,9.0,7.0,63.0,46.0,1009.4,1006.2,,4.0,16.0,20.9,No,No
2016-06-08,11,5.7,21.8,0.0,,,WNW,24.0,,ENE,0.0,13.0,62.0,51.0,1013.5,1012.0,,,16.2,20.7,No,No
2016-06-12,11,13.1,20.2,0.0,,,S,48.0,SW,S,24.0,30.0,61.0,71.0,1032.7,1032.9,8.0,8.0,16.6,17.4,No,Yes
2016-06-29,11,8.9,19.5,0.0,,,WSW,31.0,SW,SSE,13.0,15.0,54.0,53.0,1027.0,1024.8,,,14.6,18.6,No,No
2016-07-01,11,3.8,19.8,0.0,,,SW,28.0,WNW,NNE,7.0,17.0,54.0,44.0,1018.4,1015.4,,,15.9,19.2,No,No
2016-07-06,11,5.4,18.3,0.4,,,WNW,31.0,WSW,E,9.0,11.0,53.0,44.0,1011.1,1007.1,,,13.5,17.3,No,No
2016-07-18,11,7.9,22.7,0.1,,,NNE,39.0,SW,NNE,2.0,28.0,90.0,72.0,1027.3,1023.1,,,15.4,20.9,No,No
2016-07-21,11,16.1,18.8,2.8,,,SW,22.0,WSW,SW,13.0,13.0,89.0,89.0,1019.3,1016.2,8.0,8.0,17.1,17.3,Yes,Yes
2016-08-10,11,10.8,24.3,0.0,,,NNE,39.0,NNW,NNE,20.0,26.0,57.0,56.0,1020.3,1016.4,,,19.3,23.1,No,No
2016-08-22,11,6.6,22.1,0.0,,,NE,50.0,NNE,NNE,11.0,33.0,66.0,66.0,1018.0,1013.3,,4.0,17.5,20.1,No,Yes
2016-09-11,11,7.7,21.1,0.0,,,SW,26.0,SSW,E,15.0,17.0,45.0,59.0,1019.8,1016.9,,,19.6,20.2,No,No
2016-09-16,11,13.4,20.3,12.6,,,S,39.0,SSW,ENE,13.0,11.0,94.0,65.0,1018.3,1016.3,8.0,,14.2,19.5,Yes,No
2016-09-23,11,8.4,25.1,0.0,,,SSW,43.0,WSW,ESE,17.0,15.0,50.0,61.0,1010.1,1008.0,,1.0,20.7,22.0,No,No
2016-09-29,11,12.3,25.9,0.0,,,N,52.0,N,NNW,30.0,24.0,64.0,50.0,1006.1,999.9,8.0,6.0,19.8,24.6,No,No
2016-10-08,11,9.0,28.8,0.0,,,S,48.0,NNW,,9.0,0.0,40.0,37.0,1018.4,1015.5,,8.0,23.2,28.1,No,Yes
2016-10-14,11,12.0,20.5,9.4,,,SW,35.0,WSW,SSE,24.0,19.0,72.0,60.0,1024.7,1023.1,7.0,4.0,15.4,19.5,Yes,No
2016-10-16,11,12.6,25.6,0.0,,,NNE,67.0,NNE,NNE,22.0,44.0,54.0,53.0,1019.7,1014.6,,,20.7,23.0,No,No
2016-10-24,11,8.2,21.4,0.0,,,SW,30.0,SW,ESE,17.0,17.0,54.0,48.0,1019.4,1015.8,,,17.5,20.0,No,No
2016-11-05,11,15.6,35.0,0.0,,,,,NNW,,28.0,,31.0,17.0,1008.2,,,,27.0,34.6,No,No
2016-11-16,11,15.2,24.9,0.0,,,S,35.0,SSE,SE,15.0,17.0,61.0,63.0,1019.3,1019.1,,,21.2,23.8,No,No
2016-11-27,11,18.0,26.6,0.0,,,NE,54.0,NNW,NNE,13.0,37.0,61.0,68.0,1015.6,1013.3,,,24.8,25.4,No,No
2016-12-23,11,18.9,26.4,0.0,,,NE,28.0,WNW,E,9.0,17.0,69.0,65.0,1019.6,1017.6,8.0,8.0,22.6,24.9,No,No
2016-12-30,11,19.8,29.2,0.0,,,NE,61.0,NE,NE,22.0,37.0,70.0,65.0,1005.8,1003.2,,1.0,25.6,27.9,No,No
2016-12-31,11,21.9,31.1,0.0,,,NNE,41.0,SE,NE,7.0,28.0,69.0,60.0,1003.7,1002.3,,5.0,26.8,30.3,No,No
2017-01-06,11,19.7,25.7,29.6,,,SSW,41.0,SSW,SW,28.0,6.0,95.0,70.0,1016.4,1016.2,8.0,5.0,20.0,24.3,Yes,Yes
2017-01-22,11,19.8,27.2,0.6,,,E,30.0,SW,NE,17.0,19.0,67.0,62.0,1017.5,1016.3,1.0,,24.5,26.3,No,No
2017-01-23,11,17.6,27.7,0.0,,,NE,50.0,NW,NE,17.0,31.0,60.0,57.0,1017.2,1014.2,,,24.8,26.9,No,No
2017-01-25,11,23.7,27.7,0.0,,,SW,43.0,SSW,SSE,28.0,17.0,85.0,78.0,1017.3,1016.2,8.0,4.0,23.9,25.2,No,No
2017-02-01,11,21.7,29.7,0.0,,,NNE,44.0,E,NNE,11.0,26.0,77.0,71.0,1014.8,1012.4,,,26.4,28.7,No,No
2017-02-17,11,23.2,29.3,0.0,,,NNE,54.0,N,NNE,22.0,35.0,68.0,67.0,1014.3,1010.6,,,25.6,27.7,No,Yes
2017-02-28,11,18.9,23.2,37.6,,,SW,30.0,WSW,SW,15.0,19.0,95.0,89.0,1019.6,1017.9,8.0,6.0,19.5,22.2,Yes,Yes
2017-03-01,11,18.0,26.0,11.6,,,S,30.0,WSW,SSE,13.0,17.0,86.0,75.0,1019.1,1017.9,4.0,,21.8,25.2,Yes,Yes
2017-03-16,11,19.0,26.0,142.8,,,NNE,19.0,ENE,NNE,6.0,13.0,95.0,79.0,1012.3,1010.3,1.0,,21.9,26.4,Yes,No
2017-03-18,11,20.0,26.0,106.2,,,SE,70.0,SE,SSE,41.0,37.0,85.0,92.0,1013.9,1012.2,8.0,8.0,24.7,24.0,Yes,Yes
2017-03-19,11,22.0,26.0,33.0,,,NE,41.0,N,NNE,15.0,6.0,75.0,90.0,1019.0,1018.1,7.0,8.0,25.9,24.2,Yes,Yes
2017-03-21,11,22.0,27.0,1.8,,,N,33.0,NNW,NNE,11.0,17.0,87.0,82.0,1018.0,1015.7,8.0,8.0,23.3,25.3,Yes,No
2017-03-27,11,19.0,26.0,0.0,,,ENE,28.0,WSW,E,7.0,15.0,80.0,68.0,1017.5,1014.3,,,23.5,26.2,No,No
2017-04-26,11,18.5,22.0,1.5,,,W,44.0,NNE,N,19.0,26.0,87.0,79.0,1010.1,1004.9,7.0,2.0,19.3,21.6,Yes,Yes
2017-05-21,11,12.9,23.1,0.0,,,S,20.0,WSW,S,9.0,9.0,84.0,79.0,1020.0,1018.5,2.0,6.0,19.9,21.5,No,No
2017-05-24,11,13.1,27.7,0.8,,,NE,31.0,NNW,N,9.0,22.0,71.0,50.0,1017.3,1012.0,4.0,1.0,20.4,26.9,No,No
2017-05-30,11,7.6,19.9,0.1,,,ESE,17.0,W,ENE,7.0,13.0,77.0,57.0,1023.6,1020.8,7.0,1.0,14.1,18.6,No,No
2017-06-01,11,11.4,19.1,0.0,,,SSW,44.0,SW,SSW,24.0,28.0,59.0,53.0,1029.3,1027.9,,4.0,15.2,18.6,No,No
2017-06-16,11,12.4,19.9,0.0,,,W,15.0,SW,W,7.0,7.0,94.0,84.0,1024.9,1022.3,8.0,8.0,15.0,18.3,No,Yes
2017-06-18,11,14.6,20.7,24.0,,,SW,56.0,WSW,SW,20.0,35.0,72.0,61.0,1021.2,1019.6,,,17.4,19.7,Yes,No
2017-06-23,11,8.3,20.0,0.0,,,SSE,20.0,NNW,E,7.0,9.0,80.0,62.0,1022.7,1017.6,,,15.1,19.5,No,No
2009-01-01,21,16.4,38.7,0.0,12.2,9.3,NW,54.0,N,WNW,15.0,28.0,27.0,11.0,1005.5,1003.3,6.0,8.0,28.9,37.4,No,No
2009-01-15,21,20.5,36.1,0.0,12.2,13.2,NNE,43.0,NNE,NNE,30.0,11.0,48.0,24.0,1015.5,1011.4,0.0,1.0,24.4,33.2,No,No
2009-01-25,21,24.4,36.0,0.0,8.0,9.0,SW,57.0,NNE,NNE,13.0,37.0,68.0,48.0,1011.1,1009.5,5.0,5.0,28.8,32.7,No,Yes
2009-02-04,21,20.3,35.0,0.0,8.4,12.3,NNE,37.0,NE,ESE,24.0,7.0,61.0,36.0,1008.9,1005.8,1.0,2.0,26.0,32.8,No,No
2009-02-05,21,22.1,36.8,0.0,9.6,12.6,NNE,35.0,NNE,SSE,17.0,17.0,60.0,29.0,1008.9,1005.5,0.0,1.0,25.4,34.3,No,No
2009-02-07,21,19.7,36.1,0.0,11.6,12.8,ENE,44.0,NE,ENE,20.0,15.0,55.0,22.0,1014.4,1010.4,1.0,0.0,24.8,34.3,No,No
2009-02-27,21,18.6,30.7,0.0,7.8,12.0,E,37.0,E,NW,19.0,11.0,56.0,40.0,1015.5,1012.1,2.0,3.0,22.0,29.1,No,No
2009-03-10,21,17.1,31.8,0.0,9.6,11.5,E,52.0,SE,E,22.0,19.0,50.0,33.0,1016.0,1012.7,3.0,3.0,24.0,30.9,No,No
2009-03-14,21,17.8,31.7,0.0,7.4,7.7,N,37.0,N,NNE,15.0,11.0,74.0,38.0,1016.6,1011.3,6.0,3.0,21.0,29.7,No,Yes
2009-03-18,21,10.5,31.8,0.0,7.6,11.5,NNE,37.0,ENE,NNE,19.0,13.0,60.0,28.0,1015.5,1012.4,2.0,2.0,20.4,30.6,No,No
2009-03-23,21,15.7,32.7,0.0,7.8,11.3,ENE,35.0,ENE,ENE,13.0,11.0,62.0,23.0,1016.9,1013.4,0.0,1.0,21.8,30.8,No,No
2009-04-03,21,19.2,31.7,0.4,5.4,9.4,E,35.0,ESE,NE,19.0,13.0,59.0,36.0,1018.2,1014.1,4.0,6.0,24.0,31.5,No,No
2009-04-04,21,18.3,25.1,0.0,5.8,4.1,SSE,54.0,ENE,E,13.0,20.0,77.0,74.0,1016.9,1015.0,7.0,2.0,21.6,22.7,No,Yes
2009-04-17,21,13.7,29.8,0.0,5.0,10.1,W,50.0,NE,SW,17.0,17.0,50.0,24.0,1015.3,1011.9,1.0,4.0,21.8,28.8,No,No
2009-04-18,21,10.7,26.9,0.0,6.4,10.7,SSW,39.0,E,SW,17.0,17.0,58.0,32.0,1016.8,1013.7,0.0,1.0,20.4,26.2,No,No
2009-04-23,21,11.2,26.1,0.0,5.6,10.8,E,31.0,E,E,24.0,11.0,56.0,30.0,1018.8,1014.6,0.0,3.0,19.7,25.5,No,No
2009-05-10,21,6.2,24.7,0.0,4.0,10.4,SSE,33.0,ESE,SE,13.0,17.0,42.0,17.0,1021.2,1017.6,0.0,1.0,16.8,24.1,No,No
2009-05-30,21,5.4,20.5,0.0,2.2,9.2,ESE,31.0,E,S,7.0,9.0,77.0,36.0,1024.7,1022.1,1.0,4.0,12.4,19.6,No,No
2009-07-01,21,9.4,24.1,0.0,3.4,7.6,W,41.0,N,W,13.0,33.0,57.0,26.0,1014.0,1010.6,2.0,2.0,15.5,23.0,No,No
2009-07-19,21,2.1,17.8,0.0,2.0,10.2,WSW,26.0,ENE,SW,13.0,11.0,78.0,34.0,1024.2,1022.4,0.0,1.0,9.4,17.1,No,No
2009-07-26,21,8.4,19.7,0.0,3.2,3.3,NNE,41.0,NNE,N,22.0,17.0,70.0,54.0,1021.0,1015.5,6.0,7.0,13.1,18.2,No,No
